title,description,lat,lng,mile_nobo
Mazama Village,"Mazama Village [1 mi SE], has a restaurant, lodge, and campground with a small store, cabins, WiFi, laundry, showers. The Mazama Village Store [craterlakelodges.com 541-594-2255] accepts hiker resupply packages. 1 mile SE of PCT on Hwy 62 or the Annie Springs Trail.
-----
USPS Address:
(Your Name)
c/o Mazama Village Camper Store
Mazama Village
Crater Lake, OR 97604
-----
UPS Address:
(Your Name)
c/o Mazama Village Camper Store
569 Mazama Village Dr.
Crater Lake, OR 97604
-----
Mazama Village is a very common PCT resupply stop. Ship a box here.
-----
WATER ALERT: Next southbound water after Mazama Village may be the creek above Grass Lake in 19.9 miles.",42.8676076,-122.1666333,1822.681542272575
Shelter Cove Resort,"Shelter Cove Resort [2.2 mi S] [sheltercoveresort.com 541-433-2548] is a hiker friendly resort and RV park with hiker camping, cabins, remodeled kitchen serving good food, small but decent resupply store, showers, laundry, and WiFi. They accept hiker supply packages [$5]. 2.2 miles S of the PCT near Hwy 5.
-----
Ship UPS only, include ETA.
(Your Name)
c/o Shelter Cove Resort & Marina
27600 West Odell Lake Road, Highway 58
Crescent, OR 97733
-----
Shelter Cove is a very common PCT resupply stop. Resupply shopping rating: C-",43.5817729,-122.0402903,1907.592010443714
Sisters,"Sisters [15 mi E] is a small town with restaurants, motels, campground, grocery stores [Bi-Mart, Ray's Food], pharmacy [Bi-Mart], Post Office [541-549-0419] and ATMs. 15 miles E of the PCT on Hwy 242.
-----
Post Office [open M-F 8:30-5]:
(Your Name)
c/o General Delivery
Sisters, OR 97759
-----
Big Lake Youth Camp or Sisters or Bend are very common PCT resupply stops. Resupply shopping rating: B",37.9885001,-122.4423505,1984.711072
Bend,"Bend [37 mi SE] is a large town with restaurants, motels, large grocery stores [Albertsons, Food4Less, Safeway, Trader Joes, Whole Foods], Walmart, REI, pharmacy [Rite Aid, Walgreens], Post Office, hospital [stcharleshealthcare.org 541-382-4321], laundry, ATMs, and everything a hiker might need. 15 miles E on Hwy 242, then 22 miles SE on Hwy 20.
-----
Big Lake Youth Camp or Sisters or Bend are very common PCT resupply stops. Resupply shopping rating: A",40.2565015,-122.2118828,1984.711073
Big Lake Youth Camp,"Big Lake Youth Camp [8/10 mi N] [biglake.org 503-850-3583] is a hiker-friendly Seventh-day Adventist church camp. They offer, showers, WiFi, laundry, meals, and they accept resupply packages. Camping available on nearby forest land. Donations appreciated. 8/10 mile N of PCT via a spur trail.
-----
Ship resupply packages by UPS or USPS. Note on the package that you’re a PCT hiker and your estimated date of arrival. 
(Your Name)
c/o Big Lake Youth Camp
26435 Big Lake Road
Sisters, OR 97759
-----
Big Lake Youth Camp or Sisters or Bend are very common PCT resupply stops.
-----
WATER ALERT: Next southbound water after Big Lake Youth Camp may be Lava Camp Lake in 12.5 miles.",44.3713289,-121.8662978,1996.053317
Olallie Lake Resort,"Olallie Lake Resort [1/10 mi E] [olallielakeresort.com 503-853-3481], is a small hiker-friendly resort with small store, cabins, yurts, boat rental, and campground [cash only, no credit cards].
-----
Resupply shopping rating: C-",44.8137973,-121.7889725,2048.1876296535474
Timberline Lodge,"Timberline Lodge [2/10 mi S] [timberlinelodge.com 503-272-3189] is a historic ski resort, restaurant [excellent all you can eat buffet], and lodge that accepts hiker resupply packages [$10].
-----
Ship resupply packages [$10 fee] by UPS or USPS:
(Your Name)
Timberline Lodge
c/o Guest Services PCT
27500 E Timberline Road
Timberline Lodge, OR 97028
-----
Timberline Lodge is a common PCT hiker resupply stop.",38.2567711,-120.3480867,2099.5879341
Cascade Locks,"Cascade Locks is a small town on the PCT with restaurants, motels, campgrounds, showers, grocery store, ATMs, daily ridecatbus.org bus service to Portland & Hood River, and a Post Office [541-374-5026].
-----
Cascade Locks Post Office [open M-F 8:30-1 & 2-5]:
(Your Name)
c/o General Delivery
Cascade Locks, OR 97014
-----
Hood River, OR is 20 miles E of Cascade Locks with restaurants, motels, hottal, grocery store [Safeway], Walmart, pharmacy [Rite Aid, Safeway, Walgreens], outfitter [shorttsupply.com 541-386-5474].
-----
Cascade Locks or Hood River or Stevenson or Portland are very common PCT resupply stops. Resupply shopping ratings: Cascade Locks B; Hood River B+; Vancouver, WA A; Portland A+; consider shipping boxes from here to Trout Lake, White Pass, Snoqualmie Pass, Stevens Pass (or Skykomish), Stehekin. -HM",45.669513,-121.890402,2149.3085503
Stevenson,"Stevenson [3 mi E] is a small town with restaurants, motels, campgrounds, showers, grocery store, pharmacy, Post Office [509-427-5532], ATMs, and daily gorgetranslink.com bus service to Vancouver, WA [near Portland]. On the the Washington side of the Bridge of the Gods, 3 miles E of the PCT on Hwy 14.
-----
Stevenson Post Office [open M-F 8:30-2 & 3-5]:
(Your Name)
c/o General Delivery
Stevenson, WA 98648",34.3793334,-118.5837808,2149.85537
Trout Lake,"Trout Lake [13.8 mi S] [troutlake.org/outdoor/pacific-crest-trail-angels-of-trout-lake/] is a small town that has a restaurant, lodging, small grocery store, ATM, and Post Office [509-395-2108]. The Trout Lake Grocery [open 8-8 daily, 509-395-2777] accepts hiker resupply packages, rents rooms, has hiker camping. 13.8 miles S of the PCT on paved Forest Road 23.
-----
Ship all resupply packages to the Trout Lake Grocery:
(Your Name)
c/o Trout Lake Grocery
2383 Hwy 141
Trout Lake, WA 98650
-----
Trout Lake is a very common PCT resupply stop. Resupply shopping rating: C",41.6855725,-122.4771893,2231.472968
White Pass,"White Pass [1/2 mi SW] is a small ski area with a motel [whitepassvillageinn.com 509-672-3131] and the Kracker Barrel convenience store [509-672-3105] with deli, laundry, showers, WiFi, and they accept hiker resupply packages [$5]. Trailhead parking on both north and south sides of the highway. 1/2 mi SW of PCT on Highway 12 to White Pass.
-----
Ship resupply packages to:
(Your Name)
c/o Kracker Barrel Store
48851 US Highway 12
Naches, WA 98937
-----
White Pass is a very common PCT resupply stop. Ship a box here, unless you hitch to the town of Packwood [20.5 miles W of the PCT on Hwy 12].",36.9621432,-118.533961,2297.499725229914
Snoqualmie Pass,"Snoqualmie Pass is a busy Interstate Highway 90 intersection and small ski area, on the PCT. Snoqualmie pass has restaurants, the Summit Inn [thesummitinnsnoqualine.us 425-434-6300] that accepts resupply packages for guests or for a fee], Chevron station [425-434-6688] with a market, ATMs, and the small Lee Grocery.
-----
Summit Inn UPS, or USPS [fee charged for non-guest]:
(Hiker Name)
c/o Summit Inn Hotel
603 State Route 906
Snoqualmie Pass, WA 98068
---
The Chevron station [sometimes disorganized, hikers grab their boxes from a large pile, $5 fee] also accepts resupply packages. Be sure to include accurate ETA on package.
Chevron Station USPS:
(Hiker Name)
General Delivery
c/o Chevron Station
Snoqualmie Pass, WA 98068
Label Package w/ ETA and ""Please hold in the Chevron station for PCT hiker""
-----
Snoqualmie Pass is a very common PCT resupply stop. Some hikers will ship a box here. Resupply shopping rating: C-",47.3984127,-121.4143658,2395.716527146218
Stevens Pass,"Stevens Pass [Stevenspass.com 206-812-7844 summer only, 206-812-4510 ex 4350] is a ski resort next to the PCT with large trailhead parking area, snacks, espresso service, and a restaurant. They accept resupply packages shipped via FedEx or UPS only.
-----
Ship FedEx or UPS Only:
[Hiker’s name] and ETA
C/O Stevens Pass, Through Hiker 
93001 NE Stevens Pass Hwy, US 2
Skykomish, WA 98288
-----
Please have real name on resupply packages. ID required for package pickup. Pickup packages May 1-Oct 15, 9am-4pm.
-----
Rustic Stevens Lodge [3/10 mi W of PCT], run by the Mountaineers [a 100 year old nonprofit outdoor community], is open to PCT thru-hikers in the fall [www.mountaineers.org/locations-lodges/stevens-lodge]. In 2019, $45 per night for bunk, dinner, and breakfast.
-----
Stevens Pass or Skykomish are very common PCT resupply stops. Ship a box here.",41.4463189,-121.8841908,2466.737117063133
Skykomish,"Skykomish [16 mi W] is a small community with restaurants, motel, Post Office [360-677-2241], laundry, small store, and ATM. The Cascadia Inn in Skykomish [historiccascadia.com 360-677-2030] has 14 rooms [often full during hiking season]. 16 miles W of Stevens Pass on Hwy 2.
-----
The Skykomish Post Office [open M-F 11:30-3:45]:
Hiker Name
c/o General Delivery
Skykomish, WA 98288
-----
Stevens Pass or Skykomish are very common PCT resupply stops. Ship a box here.",47.7092722,-121.360568,2466.7372
Stehekin,"Stehekin [11 mi SE] is a small community with bakery, lodge, Post Office, ferry service. Seasonal shuttle bus service connects the PCT at High Bridge with Stehekin [$7 one-way]. No cell service, a community satellite pay phone is located near the boat dock.
-----
During peak summer season the shuttle runs 4 times per day. Shuttle times are reduced in Oct. See Stehekinlanding.com for details. Stehekin Landing has a Post Office [509-699-2015] that accepts general delivery packages.
-----
Ship packages via USPS only to:
Stehekin Post Office [open seasonally M-F 10-4]
(Your Name)
c/o General Delivery
Post Office
Stehekin, WA 98852
-----
DO NOT ship packages FedEx or UPS because they are delivered to a boat dock and sit outside until someone picks them up, or until the package is discarded to prevent them being broken into by animals. Ship USPS.
-----
Stehekin is a very common PCT resupply stop. Ship a box here.",48.3093032,-120.6564879,2574.540372
Mazama,"Mazama [22.4 mi E] is a small town with restaurants, motels, a good store [themazamastore.com], an outfitter that accepts hiker resupply packages [goatsbeardmountainsupplies.com 509-996-2515], and trail angel Ravensong [ravensongsroost.com]. 22.4 miles E of the PCT on Hwy 20.
-----
Goat's Beard Mountain Supply is open 8:30-5:30 daily and accepts hiker resupply packages:
(Hiker Name)
c/o Goat's Beard Mountain Supply
50 Lost River Road
Mazama, WA 98833
-----
Trail angel Ravensong usually opens Ravensong's Roost [ravensongsroost.com] from September until the end of hiking season with a hiker hut that has a kitchen, electricity, running water, heat, a sleeping loft, and easy access to Mazama. Ravensong is the first woman to solo hike the PCT in 1976 and a former park ranger who is very familiar with the North Cascades, snow conditions, the PCT, and possible late season alternate routes.
-----
Winthrop is a town 35.8 miles E of the PCT, with the North Cascades Mountain Hostel [509-699-0568; northcascadesmountainhostel.com], a post office, library, medical services, grocery store, restaurants, and public transportation [Amtrak and NW Trailways bus] to Wenatchee.",48.5920867,-120.4039844,2593.753245
